CódigoIBGE;CódigoMunicípio;Município;Estado;Regiao;Ano;PopTotalAgua;PopTotalEsgotamento;VolumeAguaProduzido;VolumeAguaConsumido;ConsumoAguaPercapita;ConsumoEnergiaEletrica;ConsumoEnergiaPercapita;InvestimentoTotalEstado;InvestimentoPercapita;QuantidadeParalizacoes;DuracaoParalizacoes;QuantidadeReclamacoes
2608453;260845;Lagoa do Carro;PE;NE;2019;18071;;583.44;313.83;0.02;587.82;0.03;0;0;4;260;281
2608602;260860;Lagoa do Ouro;PE;NE;2019;13145;;270.46;212.65;0.02;451.88;0.03;0;0;1;98;147
2608701;260870;Lagoa dos Gatos;PE;NE;2019;16290;;650.6;302.22;0.02;681.08;0.04;0;0;2;397;575
2608750;260875;Lagoa Grande;PE;NE;2019;25601;25601;1232.81;447.88;0.02;747.59;0.03;2850000;111.32;0;0;377
2608800;260880;Lajedo;PE;NE;2019;40288;;2095.4;1058.07;0.03;2224.95;0.06;0;0;3;108;2590
2608909;260890;Limoeiro;PE;NE;2019;56250;;2902.85;1481.63;0.03;2980.03;0.05;0;0;5;98;5404
2609006;260900;Macaparana;PE;NE;2019;25376;;1004.97;585.65;0.02;1012.5;0.04;0;0;2;616;378
2609105;260910;Machados;PE;NE;2019;16088;;635.21;276.76;0.02;639.98;0.04;0;0;0;0;65
2609154;260915;Manari;PE;NE;2019;21434;;388.73;208.49;0.01;1013.46;0.05;0;0;4;212;221
2609204;260920;Maraial;PE;NE;2019;11345;;290.91;129.56;0.01;305.58;0.03;0;0;0;0;145
2609303;260930;Mirandiba;PE;NE;2019;15390;;675.41;365.96;0.02;816.5;0.05;0;0;3;522;144
2614303;261430;Moreilândia;PE;NE;2019;11270;11270;282.87;132.38;0.01;781.43;0.07;0;0;12;135;911
2609402;260940;Moreno;PE;NE;2019;62784;62784;3086.91;1313.7;0.02;3292.74;0.05;0;0;26;759;3735
2609501;260950;Nazaré da Mata;PE;NE;2019;32471;32471;1764.27;894.93;0.03;1777.49;0.05;0;0;7;191;746
2609600;260960;Olinda;PE;NE;2019;392482;392482;28213.72;12217.17;0.03;12685.47;0.03;0;0;40;1282;31666
2609709;260970;Orobó;PE;NE;2019;23884;;595.93;200.49;0.01;600.4;0.03;0;0;0;0;767
2609808;260980;Orocó;PE;NE;2019;14991;;420.96;190.64;0.01;1686.99;0.11;0;0;4;83;204
2609907;260990;Ouricuri;PE;NE;2019;69459;;3039.81;1898.82;0.03;6436.83;0.09;0;0;4;46;1761
2610004;261000;Palmares;PE;NE;2019;63250;;5268;1824.4;0.03;3574.65;0.06;0;0;0;0;853
2610103;261010;Palmeirina;PE;NE;2019;7693;;451.72;175.27;0.02;754.71;0.1;0;0;3;73;92
2610202;261020;Panelas;PE;NE;2019;26474;26474;1069.02;405.9;0.02;621.71;0.02;0;0;3;81;1187
2610301;261030;Paranatama;PE;NE;2019;11523;;45.27;21.62;0;42.02;0;0;0;0;0;45
2610400;261040;Parnamirim;PE;NE;2019;22010;22010;636.76;401.07;0.02;1752.85;0.08;0;0;0;0;363
2610509;261050;Passira;PE;NE;2019;28933;;579.69;386.69;0.01;409.69;0.01;0;0;3;132;374
2610608;261060;Paudalho;PE;NE;2019;56506;;2194.33;999.59;0.02;2273.25;0.04;0;0;10;215;848
2610707;261070;Paulista;PE;NE;2019;331774;331774;24848.87;9834.44;0.03;10546.34;0.03;0;0;84;1608;16078
2610806;261080;Pedra;PE;NE;2019;22617;;698.12;352.24;0.02;1820.09;0.08;0;0;1;38;217
2610905;261090;Pesqueira;PE;NE;2019;67395;;1964.94;1358.43;0.02;2056.96;0.03;0;0;0;0;990
2611002;261100;Petrolândia;PE;NE;2019;36548;;2061.56;1025.92;0.03;3293.29;0.09;0;0;2;31;812
2611101;261110;Petrolina;PE;NE;2019;349145;349145;22574.66;13214.11;0.04;14056.95;0.04;0;0;57;574;27011
2611200;261120;Poção;PE;NE;2019;11302;11302;100;99.76;0.01;0;0;0;0;0;0;61
2611309;261130;Pombos;PE;NE;2019;27091;;1119.82;706.01;0.03;661.48;0.02;0;0;3;27;540
2611408;261140;Primavera;PE;NE;2019;14966;;563.27;206.77;0.01;338.04;0.02;0;0;14;162;100
2611507;261150;Quipapá;PE;NE;2019;26037;;658.46;360.91;0.01;689.3;0.03;0;0;2;18;378
2611533;261153;Quixaba;PE;NE;2019;6813;6813;183.98;90.83;0.01;168.99;0.02;0;0;35;719;110
2611606;261160;Recife;PE;NE;2019;1645727;1645727;167760.08;63462.11;0.04;33725.04;0.02;0;0;379;10101;47872
2611705;261170;Riacho das Almas;PE;NE;2019;20546;20546;483.03;448.41;0.02;602.47;0.03;0;0;3;132;2386
2611804;261180;Ribeirão;PE;NE;2019;47415;;2624.94;974.7;0.02;1632.66;0.03;0;0;12;261;699
2611903;261190;Rio Formoso;PE;NE;2019;23535;23535;1099.21;337.08;0.01;719;0.03;0;0;11;310;369
2612000;261200;Sairé;PE;NE;2019;9932;;388.67;198.74;0.02;781.62;0.08;0;0;3;52;128
2612109;261210;Salgadinho;PE;NE;2019;10919;;137.66;64.14;0.01;175.13;0.02;0;0;1;8;63
2612208;261220;Salgueiro;PE;NE;2019;60930;60930;3816.79;2190.09;0.04;13291.87;0.22;0;0;19;413;4065
2612307;261230;Saloá;PE;NE;2019;15843;;150.75;138.03;0.01;119.69;0.01;0;0;0;0;283
2612406;261240;Sanharó;PE;NE;2019;26462;;701.88;509.89;0.02;734.75;0.03;0;0;1;14;261
2612455;261245;Santa Cruz;PE;NE;2019;15398;;386.28;235.56;0.02;1063.35;0.07;0;0;0;0;388
2612471;261247;Santa Cruz da Baixa Verde;PE;NE;2019;12592;;7.38;5.13;0;8.92;0;0;0;0;0;3
2612505;261250;Santa Cruz do Capibaribe;PE;NE;2019;107937;107937;3256.82;2035.19;0.02;3194.86;0.03;91386958.8;846.67;10;1134;14037
2612554;261255;Santa Filomena;PE;NE;2019;14477;14477;180.8;99.51;0.01;382.85;0.03;300000;20.72;0;0;70
2612604;261260;Santa Maria da Boa Vista;PE;NE;2019;41931;;1650.08;597.31;0.01;6612.63;0.16;0;0;2;47;776
2612703;261270;Santa Maria do Cambucá;PE;NE;2019;14137;;288.3;162.47;0.01;159.46;0.01;0;0;1;8;91
2612802;261280;Santa Terezinha;PE;NE;2019;11815;;393.93;227.15;0.02;361.85;0.03;0;0;42;1122;365
2612901;261290;São Benedito do Sul;PE;NE;2019;15895;;337.84;175.21;0.01;353.66;0.02;0;0;3;74;259
2613008;261300;São Bento do Una;PE;NE;2019;59504;59504;1235.44;780.44;0.01;1293.3;0.02;0;0;2;95;960
2613107;261310;São Caitano;PE;NE;2019;37245;37245;1383.29;860.64;0.02;2415.47;0.06;0;0;0;0;1953
2613206;261320;São João;PE;NE;2019;22793;;739.11;490.35;0.02;1234.87;0.05;0;0;3;111;1276
2613305;261330;São Joaquim do Monte;PE;NE;2019;21356;21356;1064.78;548.49;0.03;2141.28;0.1;0;0;4;49;1307
2613404;261340;São José da Coroa Grande;PE;NE;2019;21298;;1624.98;521.84;0.02;981.14;0.05;0;0;5;33;135
2613503;261350;São José do Belmonte;PE;NE;2019;33959;33959;1140.93;658.64;0.02;1793.04;0.05;0;0;3;159;780
2613602;261360;São José do Egito;PE;NE;2019;33951;33951;1582.7;823.74;0.02;2005.94;0.06;0;0;10;243;1273
2613701;261370;São Lourenço da Mata;PE;NE;2019;113230;113230;8323.68;2539.33;0.02;8849.35;0.08;0;0;47;1351;6482
2613800;261380;São Vicente Ferrer;PE;NE;2019;18018;;654.48;274.6;0.02;659.39;0.04;0;0;5;243;125
2613909;261390;Serra Talhada;PE;NE;2019;86350;86350;5269.12;2866.88;0.03;8280.74;0.1;0;0;49;1228;3998
2614006;261400;Serrita;PE;NE;2019;19165;19165;440.12;263.98;0.01;881.87;0.05;0;0;20;1141;287
2614105;261410;Sertânia;PE;NE;2019;35907;35907;1623.8;656.74;0.02;4259.51;0.12;0;0;0;0;2161
2614204;261420;Sirinhaém;PE;NE;2019;45865;45865;2497.6;784.27;0.02;1486.55;0.03;0;0;17;472;536
2614402;261440;Solidão;PE;NE;2019;6007;6007;59.28;45.84;0.01;76.23;0.01;0;0;4;110;27
2614501;261450;Surubim;PE;NE;2019;65089;65089;2736.42;1629.16;0.03;2677.79;0.04;0;0;1;8;3224
2614600;261460;Tabira;PE;NE;2019;28534;;1514.45;771.2;0.03;1947.53;0.07;0;0;14;412;509
2614709;261470;Tacaimbó;PE;NE;2019;12874;12874;306.69;255.66;0.02;321.05;0.02;0;0;0;0;654
2614808;261480;Tacaratu;PE;NE;2019;25765;;1115.26;484.11;0.02;1752.7;0.07;0;0;12;349;519
2614857;261485;Tamandaré;PE;NE;2019;23388;23388;2712.84;984.63;0.04;1948.03;0.08;0;0;15;211;835
2615003;261500;Taquaritinga do Norte;PE;NE;2019;28775;;295.4;199.63;0.01;375.8;0.01;0;0;1;51;347
2615102;261510;Terezinha;PE;NE;2019;7169;;168.87;90.86;0.01;217.04;0.03;0;0;0;0;310
2615201;261520;Terra Nova;PE;NE;2019;10096;10096;388.24;255.78;0.03;1555.85;0.15;0;0;19;705;1101
2615300;261530;Timbaúba;PE;NE;2019;53022;;3417.86;1485.59;0.03;3566.4;0.07;0;0;7;74;845
2615409;261540;Toritama;PE;NE;2019;45219;;1526.16;902.01;0.02;1493.46;0.03;0;0;0;0;2440
2615508;261550;Tracunhaém;PE;NE;2019;13769;;515.08;297.41;0.02;518.94;0.04;0;0;6;99;128
2615607;261560;Trindade;PE;NE;2019;30521;;1160.63;790.01;0.03;3194.93;0.1;0;0;8;123;1568
2615706;261570;Triunfo;PE;NE;2019;15254;;365.92;215.14;0.01;442.36;0.03;0;0;1;24;251
2615805;261580;Tupanatinga;PE;NE;2019;27304;;551.71;323.41;0.01;1438.38;0.05;0;0;3;190;385
2615904;261590;Tuparetama;PE;NE;2019;8202;;451.58;255.47;0.03;446.7;0.05;0;0;30;645;420
2616001;261600;Venturosa;PE;NE;2019;18482;18482;697.52;348.74;0.02;1818.51;0.1;0;0;2;66;303
2616100;261610;Verdejante;PE;NE;2019;9534;9534;581.23;274;0.03;2329.26;0.24;0;0;11;426;180
2616183;261618;Vertente do Lério;PE;NE;2019;7618;;65.41;60.33;0.01;23.49;0;0;0;1;8;50
2616209;261620;Vertentes;PE;NE;2019;20731;;411.62;361.43;0.02;243.8;0.01;0;0;0;0;237
2616308;261630;Vicência;PE;NE;2019;32643;;1598.69;495.14;0.02;2013.68;0.06;0;0;9;433;257
2616407;261640;Vitória de Santo Antão;PE;NE;2019;138757;138757;8815.9;4435;0.03;5307.96;0.04;0;0;41;690;6039
2616506;261650;Xexéu;PE;NE;2019;14725;;980;980;0.07;653.84;0.04;0;0;12;72;100
2200053;220005;Acauã;PI;NE;2019;7084;;80.65;53.69;0.01;33.45;0;0;0;0;0;277
2200103;220010;Agricolândia;PI;NE;2019;5139;;232.3;162.7;0.03;480.07;0.09;0;0;0;0;1124
2200202;220020;Água Branca;PI;NE;2019;17411;17411;1128.07;572.42;0.03;827.88;0.05;0;0;0;0;5377
2200251;220025;Alagoinha do Piauí;PI;NE;2019;7651;7651;214.13;93.39;0.01;166.49;0.02;0;0;0;0;649
2200277;220027;Alegrete do Piauí;PI;NE;2019;4915;;81;79;0.02;130;0.03;0;0;4;38;20
2200301;220030;Alto Longá;PI;NE;2019;14304;;273.21;165.35;0.01;179.86;0.01;0;0;0;0;1058
2200400;220040;Altos;PI;NE;2019;40524;40524;1663.43;803.77;0.02;1371.12;0.03;0;0;0;0;7493
2200459;220045;Alvorada do Gurguéia;PI;NE;2019;5419;;492;457;0.08;48;0.01;0;0;8;50;22
2200509;220050;Amarante;PI;NE;2019;17598;;742.72;409.55;0.02;515.58;0.03;0;0;0;0;2564
2200608;220060;Angical do Piauí;PI;NE;2019;6788;;537.97;179.14;0.03;127.52;0.02;0;0;0;0;776
2200707;220070;Anísio de Abreu;PI;NE;2019;9880;;280.58;200.28;0.02;379.22;0.04;0;0;0;0;1794
2200806;220080;Antônio Almeida;PI;NE;2019;3164;3164;233.82;118.38;0.04;156.05;0.05;0;0;0;0;139
2200905;220090;Aroazes;PI;NE;2019;5835;;287.38;152.41;0.03;169.97;0.03;0;0;0;0;578
2200954;220095;Aroeiras do Itaim;PI;NE;2019;;;;;0;;0;;0;;;
2201002;220100;Arraial;PI;NE;2019;4727;;96;65.42;0.01;36.23;0.01;0;0;0;0;459
2201051;220105;Assunção do Piauí;PI;NE;2019;;;;;0;;0;;0;;;
2201101;220110;Avelino Lopes;PI;NE;2019;11289;;500.28;339.91;0.03;338.69;0.03;0;0;0;0;800
2201150;220115;Baixa Grande do Ribeiro;PI;NE;2019;11586;;427.12;216.43;0.02;182.37;0.02;0;0;0;0;798
2201176;220117;Barra D Alcântara;PI;NE;2019;;;;;0;;0;;0;;;
2201200;220120;Barras;PI;NE;2019;47066;;1308.64;814.29;0.02;575.9;0.01;0;0;0;0;6675
2201309;220130;Barreiras do Piauí;PI;NE;2019;3348;;151.12;86.83;0.03;87.36;0.03;0;0;0;0;277
2201408;220140;Barro Duro;PI;NE;2019;7032;;560.07;216.05;0.03;404.86;0.06;0;0;0;0;1547
2201507;220150;Batalha;PI;NE;2019;26857;;1244.03;496.28;0.02;444.97;0.02;0;0;0;0;3241
2201556;220155;Bela Vista do Piauí;PI;NE;2019;4015;;760;700;0.17;30;0.01;0;0;2;20;2
2201572;220157;Belém do Piauí;PI;NE;2019;3566;;89.45;57.05;0.02;23.51;0.01;0;0;0;0;574
2201606;220160;Beneditinos;PI;NE;2019;10467;;298.05;212;0.02;122.24;0.01;0;0;0;0;848
2201705;220170;Bertolínia;PI;NE;2019;5501;;590.45;199.41;0.04;207.72;0.04;0;0;0;0;665
2201739;220173;Betânia do Piauí;PI;NE;2019;;;;;0;;0;;0;;;
2201770;220177;Boa Hora;PI;NE;2019;6781;;385;355;0.05;380;0.06;;0;100;900;500
2201804;220180;Bocaina;PI;NE;2019;4500;4500;186.9;95.76;0.02;112.06;0.02;0;0;0;0;305
2201903;220190;Bom Jesus;PI;NE;2019;25179;25179;2493.41;1087.15;0.04;1504.98;0.06;0;0;0;0;11433
2201919;220191;Bom Princípio do Piauí;PI;NE;2019;;;;;0;;0;;0;;;
2201929;220192;Bonfim do Piauí;PI;NE;2019;5670;;54.4;36.09;0.01;96.42;0.02;0;0;0;0;262
2201945;220194;Boqueirão do Piauí;PI;NE;2019;6407;;880;700;0.11;100;0.02;0;0;0;0;0
2201960;220196;Brasileira;PI;NE;2019;8329;;272.5;173.81;0.02;124.11;0.01;0;0;0;0;1036
2201988;220198;Brejo do Piauí;PI;NE;2019;3875;;167.59;69.3;0.02;51.29;0.01;0;0;0;0;277
2202000;220200;Buriti dos Lopes;PI;NE;2019;19781;;1240.27;409.05;0.02;582.34;0.03;0;0;0;0;5134
2202026;220202;Buriti dos Montes;PI;NE;2019;8244;;1168;905;0.11;389;0.05;0;0;12;75;141
2202059;220205;Cabeceiras do Piauí;PI;NE;2019;10586;;237.35;75.22;0.01;281;0.03;0;0;0;0;439
2202075;220207;Cajazeiras do Piauí;PI;NE;2019;;;;;0;;0;;0;;;
2202083;220208;Cajueiro da Praia;PI;NE;2019;;;;;0;;0;;0;;;
2202091;220209;Caldeirão Grande do Piauí;PI;NE;2019;;;;;0;;0;;0;;;
2202109;220210;Campinas do Piauí;PI;NE;2019;5613;;163.07;81.81;0.01;122.83;0.02;0;0;0;0;685
2202117;220211;Campo Alegre do Fidalgo;PI;NE;2019;;;;;0;;0;;0;;;
2202133;220213;Campo Grande do Piauí;PI;NE;2019;5943;;94.75;63.28;0.01;0.24;0;0;0;0;0;542
2202174;220217;Campo Largo do Piauí;PI;NE;2019;;;;;0;;0;;0;;;
2202208;220220;Campo Maior;PI;NE;2019;46833;;4583;3799.6;0.08;;0;0;0;45;280;10500
2202251;220225;Canavieira;PI;NE;2019;3950;;176.21;79.11;0.02;98.07;0.02;0;0;0;0;147
2202307;220230;Canto do Buriti;PI;NE;2019;21187;;1019.62;647.9;0.03;510.71;0.02;0;0;0;0;4206
2202406;220240;Capitão de Campos;PI;NE;2019;11417;;439.69;190.63;0.02;165.3;0.01;0;0;0;0;484
2202455;220245;Capitão Gervásio Oliveira;PI;NE;2019;;;;;0;;0;;0;;;
2202505;220250;Caracol;PI;NE;2019;10916;;148.98;87.96;0.01;153.09;0.01;0;0;0;0;1051
2202539;220253;Caraúbas do Piauí;PI;NE;2019;5868;;720;415;0.07;;0;0;0;47;282;140
2202554;220255;Caridade do Piauí;PI;NE;2019;5067;;101.21;40.28;0.01;;0;0;0;0;0;211
2202604;220260;Castelo do Piauí;PI;NE;2019;19716;;1068.88;501.28;0.03;435.7;0.02;0;0;0;0;3349
2202653;220265;Caxingó;PI;NE;2019;5424;;680;340;0.06;4800;0.88;0;0;3;18;2
2202703;220270;Cocal;PI;NE;2019;27787;;633.87;287.91;0.01;182.41;0.01;0;0;0;0;2016
2202711;220271;Cocal de Telha;PI;NE;2019;;;;;0;;0;;0;;;
2202729;220272;Cocal dos Alves;PI;NE;2019;6153;;300;200;0.03;;0;;0;84;588;76
2202737;220273;Coivaras;PI;NE;2019;4020;;900;750;0.19;151;0.04;0;0;1;24;10
2202752;220275;Colônia do Gurguéia;PI;NE;2019;6484;;207.67;112.01;0.02;344.84;0.05;0;0;0;0;434
2202778;220277;Colônia do Piauí;PI;NE;2019;7656;;252.15;141;0.02;85.05;0.01;0;0;0;0;813
2202802;220280;Conceição do Canindé;PI;NE;2019;4803;;269.67;129.61;0.03;206.19;0.04;0;0;0;0;693
2202851;220285;Coronel José Dias;PI;NE;2019;4682;;191.41;80.67;0.02;0.41;0;0;0;0;0;525
2202901;220290;Corrente;PI;NE;2019;26644;26644;1527.96;828.65;0.03;949;0.04;0;0;0;0;5656
2203008;220300;Cristalândia do Piauí;PI;NE;2019;8294;;110.85;35.42;0;108.83;0.01;0;0;0;0;181
2203107;220310;Cristino Castro;PI;NE;2019;10423;;603.91;286.49;0.03;349.12;0.03;0;0;0;0;1701
2203206;220320;Curimatá;PI;NE;2019;11388;;467.9;330.89;0.03;235.75;0.02;0;0;0;0;4113
2203230;220323;Currais;PI;NE;2019;;;;;0;;0;;0;;;
2203255;220325;Curralinhos;PI;NE;2019;;;;;0;;0;;0;;;
2203271;220327;Curral Novo do Piauí;PI;NE;2019;5343;;54.85;28.83;0.01;0.56;0;0;0;0;0;97
2203305;220330;Demerval Lobão;PI;NE;2019;13817;;1150.36;581.64;0.04;771.28;0.06;0;0;0;0;5818
2203354;220335;Dirceu Arcoverde;PI;NE;2019;7011;;106.3;62.9;0.01;1.36;0;0;0;0;0;618
2203404;220340;Dom Expedito Lopes;PI;NE;2019;6904;;246.45;199.39;0.03;105.52;0.02;0;0;0;0;570
2203420;220342;Domingos Mourão;PI;NE;2019;4355;;174.62;58.47;0.01;32.96;0.01;0;0;0;0;274
2203453;220345;Dom Inocêncio;PI;NE;2019;;;;;0;;0;;0;;;
2203503;220350;Elesbão Veloso;PI;NE;2019;14602;;710.17;489.43;0.03;693.18;0.05;0;0;0;0;2402
2203602;220360;Eliseu Martins;PI;NE;2019;4915;;388.38;193.23;0.04;244.19;0.05;0;0;0;0;677
2203701;220370;Esperantina;PI;NE;2019;39737;;1818.39;1088.58;0.03;747.33;0.02;0;0;0;0;6379
2203750;220375;Fartura do Piauí;PI;NE;2019;5307;5307;50;60;0.01;0;0;0;0;0;0;1
2203800;220380;Flores do Piauí;PI;NE;2019;4463;;134.09;95.29;0.02;149.16;0.03;0;0;0;0;392
2203859;220385;Floresta do Piauí;PI;NE;2019;;;;;0;;0;;0;;;
2203909;220390;Floriano;PI;NE;2019;59935;59935;6250.22;3073.81;0.05;3947.8;0.07;0;0;0;0;25416
2204006;220400;Francinópolis;PI;NE;2019;5348;;282.75;143.2;0.03;276.83;0.05;0;0;0;0;655
2204105;220410;Francisco Ayres;PI;NE;2019;4348;;140;98.98;0.02;75.04;0.02;0;0;0;0;611
2204154;220415;Francisco Macedo;PI;NE;2019;3184;;48.6;48.6;0.02;68;0.02;0;0;5;50;12
2204204;220420;Francisco Santos;PI;NE;2019;9319;;257.34;138.06;0.01;117.59;0.01;0;0;0;0;1004
2204303;220430;Fronteiras;PI;NE;2019;11625;;446.05;262.53;0.02;453.56;0.04;0;0;0;0;1666
2204352;220435;Geminiano;PI;NE;2019;5442;;290;290;0.05;;0;;0;10;63;395
2204402;220440;Gilbués;PI;NE;2019;10690;;328.8;146.11;0.01;316.93;0.03;0;0;0;0;1095
2204501;220450;Guadalupe;PI;NE;2019;10499;10499;840.02;441.88;0.04;605.22;0.06;0;0;0;0;4645
2204550;220455;Guaribas;PI;NE;2019;4562;;140.57;73.85;0.02;494.36;0.11;0;0;0;0;299
2204600;220460;Hugo Napoleão;PI;NE;2019;3877;;238.81;125.54;0.03;125.75;0.03;0;0;0;0;693
2204659;220465;Ilha Grande;PI;NE;2019;9426;9426;602.05;281.91;0.03;515.25;0.05;0;0;0;0;3892
2204709;220470;Inhuma;PI;NE;2019;15308;;634.97;375.58;0.02;475.76;0.03;0;0;0;0;2520
2204808;220480;Ipiranga do Piauí;PI;NE;2019;9811;;431.51;206.77;0.02;335.46;0.03;0;0;0;0;2473
2204907;220490;Isaías Coelho;PI;NE;2019;8549;;231.53;103.57;0.01;208.88;0.02;0;0;0;0;456
2205003;220500;Itainópolis;PI;NE;2019;11530;;292.49;162.19;0.01;105.22;0.01;0;0;0;0;805
2205102;220510;Itaueira;PI;NE;2019;11019;;623.6;285.58;0.03;476.75;0.04;0;0;0;0;2055
2205151;220515;Jacobina do Piauí;PI;NE;2019;5741;;154.74;86.94;0.02;6.05;0;0;0;0;0;405
2205201;220520;Jaicós;PI;NE;2019;19104;;471.4;295.81;0.02;365.68;0.02;0;0;0;0;1023
2205250;220525;Jardim do Mulato;PI;NE;2019;4504;;106.85;52.07;0.01;34.97;0.01;0;0;0;0;139
2205276;220527;Jatobá do Piauí;PI;NE;2019;4865;;219;195.33;0.04;;0;0;0;1;24;44
2205300;220530;Jerumenha;PI;NE;2019;4452;;221.12;139.1;0.03;185.45;0.04;0;0;0;0;296
2205359;220535;João Costa;PI;NE;2019;3008;3008;1835;1421;0.47;10480;3.48;0;0;5;30;80
2205409;220540;Joaquim Pires;PI;NE;2019;14354;;356.11;214.84;0.01;197.69;0.01;0;0;0;0;1203
2205458;220545;Joca Marques;PI;NE;2019;;;;;0;;0;;0;;;
2205508;220550;José de Freitas;PI;NE;2019;39208;39208;1927.21;873.19;0.02;1381.47;0.04;0;0;0;0;9478
2205516;220551;Juazeiro do Piauí;PI;NE;2019;5478;;108.08;66.98;0.01;70.74;0.01;0;0;0;0;237
2205524;220552;Júlio Borges;PI;NE;2019;5627;;126.51;82.72;0.01;280.51;0.05;0;0;0;0;383
2205532;220553;Jurema;PI;NE;2019;4763;;126.55;71.66;0.02;142.79;0.03;0;0;0;0;338
2205557;220555;Lagoa Alegre;PI;NE;2019;8542;;236.07;108.46;0.01;156.87;0.02;0;0;0;0;1305
2205573;220557;Lagoa de São Francisco;PI;NE;2019;;;;;0;;0;;0;;;
2205565;220556;Lagoa do Barro do Piauí;PI;NE;2019;;;;;0;;0;;0;;;
2205581;220558;Lagoa do Piauí;PI;NE;2019;4064;;226;124;0.03;100;0.02;;0;8;48;175
2205599;220559;Lagoa do Sítio;PI;NE;2019;5177;;235.5;235.5;0.05;;0;;0;0;0;2
2205540;220554;Lagoinha do Piauí;PI;NE;2019;2845;;350;250;0.09;2100;0.74;0;0;9;100;180
2205607;220560;Landri Sales;PI;NE;2019;5295;;304.03;194.73;0.04;186.18;0.04;0;0;0;0;562
2205706;220570;Luís Correia;PI;NE;2019;30311;;4660.99;765.54;0.03;705.45;0.02;0;0;0;0;11870
2205805;220580;Luzilândia;PI;NE;2019;25486;;978.53;530.39;0.02;544.94;0.02;0;0;0;0;4733
2205854;220585;Madeiro;PI;NE;2019;;;;;0;;0;;0;;;
2205904;220590;Manoel Emídio;PI;NE;2019;5349;;294.07;152.61;0.03;228.22;0.04;0;0;0;0;556
2205953;220595;Marcolândia;PI;NE;2019;;;;;0;;0;;0;;;
2206001;220600;Marcos Parente;PI;NE;2019;4549;;307.44;188.35;0.04;187.18;0.04;0;0;0;0;501
2206050;220605;Massapê do Piauí;PI;NE;2019;;;;;0;;0;;0;;;
2206100;220610;Matias Olímpio;PI;NE;2019;10936;;427.74;202.56;0.02;460.51;0.04;0;0;0;0;927
2206209;220620;Miguel Alves;PI;NE;2019;33760;;924.4;419.9;0.01;442.78;0.01;0;0;0;0;2714
2206308;220630;Miguel Leão;PI;NE;2019;;;;;0;;0;;0;;;
2206357;220635;Milton Brandão;PI;NE;2019;;;;;0;;0;;0;;;
2206407;220640;Monsenhor Gil;PI;NE;2019;10564;;407.45;281.95;0.03;206.98;0.02;0;0;0;0;1701
2206506;220650;Monsenhor Hipólito;PI;NE;2019;7749;;274.65;131.54;0.02;302.71;0.04;0;0;0;0;391
2206605;220660;Monte Alegre do Piauí;PI;NE;2019;10613;;280.84;146.21;0.01;153.96;0.01;0;0;0;0;743
2206654;220665;Morro Cabeça no Tempo;PI;NE;2019;4532;4532;140.38;138.37;0.03;2;0;0;0;5;240;20
2206670;220667;Morro do Chapéu do Piauí;PI;NE;2019;6796;;375;369;0.05;;0;0;0;0;0;15
2206696;220669;Murici dos Portelas;PI;NE;2019;9159;;138.2;63.24;0.01;106.6;0.01;0;0;0;0;594
2206704;220670;Nazaré do Piauí;PI;NE;2019;7339;;263.53;144.52;0.02;204.06;0.03;0;0;0;0;280
2206720;220672;Nazária;PI;NE;2019;8570;;293.82;84.18;0.01;125.44;0.01;0;0;0;0;480
2206753;220675;Nossa Senhora de Nazaré;PI;NE;2019;;;;;0;;0;;0;;;
2206803;220680;Nossa Senhora dos Remédios;PI;NE;2019;8692;;276.29;103.69;0.01;149.48;0.02;0;0;0;0;789
2207959;220795;Nova Santa Rita;PI;NE;2019;4374;;71.5;40.96;0.01;86.56;0.02;0;0;0;0;337
2206902;220690;Novo Oriente do Piauí;PI;NE;2019;6565;;316.93;173.49;0.03;202.06;0.03;0;0;0;0;400
2206951;220695;Novo Santo Antônio;PI;NE;2019;;;;;0;;0;;0;;;
2207009;220700;Oeiras;PI;NE;2019;37029;37029;2093.31;1108.44;0.03;1825.6;0.05;0;0;163;1027;11133
2207108;220710;Olho d Água do Piauí;PI;NE;2019;;;;;0;;0;;0;;;
2207207;220720;Padre Marcos;PI;NE;2019;6868;;256.87;159.47;0.02;202.94;0.03;0;0;0;0;903
2207306;220730;Paes Landim;PI;NE;2019;4129;;230.49;104.25;0.03;147.96;0.04;0;0;0;0;685
2207355;220735;Pajeú do Piauí;PI;NE;2019;;;;;0;;0;;0;;;
2207405;220740;Palmeira do Piauí;PI;NE;2019;5043;;123.43;62.91;0.01;91.48;0.02;0;0;0;0;217
2207504;220750;Palmeirais;PI;NE;2019;14539;;580.61;326.94;0.02;378.94;0.03;0;0;0;0;2412
2207553;220755;Paquetá;PI;NE;2019;3945;;62.05;33.3;0.01;93.21;0.02;0;0;0;0;115
2207603;220760;Parnaguá;PI;NE;2019;10791;;223.6;124.29;0.01;227.48;0.02;0;0;0;0;647
2207702;220770;Parnaíba;PI;NE;2019;153078;153078;9447.59;6331.86;0.04;11464.87;0.07;0;0;0;0;80879
2207751;220775;Passagem Franca do Piauí;PI;NE;2019;4313;;182.1;91.79;0.02;60.83;0.01;0;0;0;0;1115
2207777;220777;Patos do Piauí;PI;NE;2019;6392;;166.2;84.29;0.01;;0;0;0;0;0;267
2207793;220779;Pau D Arco do Piauí;PI;NE;2019;;;;;0;;0;;0;;;
